Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,IncomeGroup
Australia,AUS,5.0,5.5,5.5,5.125,5.07291666666667,5.3125,5.375,5.375,5.58333333333333,5.875,6.90625,7.25,7.02083333333333,7.34375,9.375,10.2708333333333,9.91666666666667,9.875,9.375,9.125,9.97916666666667,11.8333333333333,13.2916666666667,12.4166666666667,11.5,12.4166666666667,15.0,15.0833333333333,14.0833333333333,16.4583333333333,16.3541666666667,13.4166666666667,10.5833333333333,9.41666666666667,9.0875,10.5,9.72916666666667,7.16666666666667,6.68333333333333,6.56666666666667,7.71666666666667,6.84166666666667,6.3625,6.6125,7.05,7.25833333333333,7.6125,8.19583333333333,8.90833333333333,6.02083333333333,7.27916666666667,7.7375,6.975,6.17916666666667,5.95,5.575,5.42083333333333,5.2455,5.26083333333333,5.101,,,,,High income
Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4141666666667,39.7941666666667,37.2733333333333,41.8133333333333,41.1475,45.5116666666667,53.8766666666667,55.5733333333333,51.0175,55.9666666666667,50.05,39.4116666666667,35.3691666666667,34.5958333333333,20.0570612222166,20.6324567427484,17.6632890518186,14.4698833333333,16.6150416666667,11.8912833333333,12.8608083333333,13.8733333333333,12.359625,9.90992714868378,10.915392341297,11.1349478606743,11.0513992821176,9.69422821628935,8.07325379670779,7.95202606117997,8.10989203240817,8.03724252665112,8.39953170954602,7.59222372184479,8.01711817014333,7.76498872156729,8.64390131615292,Lower middle income
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1933333333333,86.3633333333333,80.4433333333333,56.83,57.6166666666667,62.875,67.0833333333333,54.925,55.3833333333333,50.8083333333333,43.7166666666667,47.25,44.65,39.9916666666667,43.8833333333333,36.6366666666667,27.3916666666667,32.0083333333333,43.9583333333333,52.1,46.9166666666667,39.0833333333333,37.475,29.0416666666667,30.0166666666667,39.4,43.6,Upper middle income
Canada,CAN,5.75,5.60416666666667,5.70833333333333,5.75,5.75,5.77083333333333,6.0,5.91666666666667,6.91666666666667,7.95833333333333,8.16666666666667,6.47916666666667,6.0,7.64583333333333,10.75,9.41666666666667,10.0416666666667,8.5,9.6875,12.8958333333333,14.25,19.2916666666667,15.8125,11.1666666666667,12.0625,10.5833333333333,10.5208333333333,9.52083333333333,10.8333333333333,13.3333333333333,14.0625,9.9375,7.47916666666667,5.9375,6.875,8.64583333333333,6.0625,4.95833333333333,6.60416666666667,6.4375,7.27083333333333,5.8125,4.20833333333333,4.6875,4.0,4.41666666666667,5.8125,6.10416666666667,4.72916666666667,2.39583333333333,2.60416666666667,3.0,3.0,3.0,3.0,2.775,2.7,2.7,,,,,,,High income
Colombia,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2201365187713,40.4844402730375,42.0456382252559,42.3920238907849,44.569656996587,46.4206040955631,36.7193430034129,35.2763430034129,39.8573344709897,42.0760085324232,41.3618959044368,33.7102201365188,41.6048583617747,29.4258003412969,18.7866666666667,20.72,16.3267983308288,15.187101145088,15.0830567168883,14.5608333333333,12.893913084832,15.3818501011015,17.1756231436697,13.0080746033842,9.38148993683401,11.2199184470583,12.5850402049247,10.9855861710036,10.8673350376127,11.4499872575296,14.6454318106769,13.6858303184817,12.1148777449182,11.7690653821827,9.85052425129014,9.3378484091001,15.8075088706303,21.0306368304862,Upper middle income
Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,,,25.0,23.25,18.0,20.9166666666667,21.7991666666667,23.8233333333333,28.6883333333333,29.1691666666667,32.5566666666667,38.8758333333333,28.4608333333333,30.0208333333333,33.0258333333333,36.695,26.2741666666667,22.4766666666667,22.4733333333333,25.737,24.8891666666667,23.8327694441667,26.4166666666667,25.5833333333333,23.4255555555556,24.6558333333333,22.1883333333333,12.7983333333333,15.8275,19.7233333333333,17.0908333333333,16.1458333333333,18.2125,15.1883333333333,14.9030555555556,14.2333333333334,11.6386111111111,11.3651388888889,11.1232908801993,8.74614960993387,6.63808237583333,5.51221232,7.36085073166667,9.09653675666667,Upper middle income
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.26,28.34,29.89,28.68,30.6825,23.7341666666667,21.0066666666667,25.6425,25.045,26.7991666666667,24.2633333333333,26.055,31.3916666666667,32.6308333333333,24.1091666666667,19.475,15.8275,19.945,18.1358333333333,12.1366666666667,15.55,15.4825,13.5914005366667,13.9025,14.8766666666667,15.0841666666667,13.91,12.5337,12.4867666666667,10.9796416666667,9.60830833333333,11.85005,14.4345416666667,Upper middle income
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,8.0,8.83333333333333,10.1666666666667,12.0,13.3333333333333,15.0,15.0,15.0,15.0,15.0,15.0,16.3333333333333,17.0,18.3333333333333,19.0,19.8466666666667,20.3283333333333,18.2975,16.5125,16.4708333333333,15.5833333333333,13.7916666666667,13.0166666666667,12.965,13.2158333333333,13.2916666666667,13.7916666666667,13.5333333333333,13.375,13.1416666666667,12.6,12.5083333333333,12.325,11.975,11.0083333333333,11.0333333333333,12.0,12.2916666666667,11.7083333333333,11.625,13.6,18.175,18.3166666666667,16.1166666666667,11.3666666666667,9.425,10.5833333333333,17.7583333333333,Lower middle income
United Kingdom,GBR,,,,,,,,5.5,6.125,6.625,7.25,7.5,7.5,8.0,9.0,10.4676916666667,11.10095,8.91186666666667,9.09315,13.6948083333333,16.3126833333333,13.255,11.9309666666667,9.82526666666667,9.6801,12.2529833333333,10.9013583333333,9.7355,10.0957083333333,13.8418083333333,14.7681166666667,11.6949833333333,9.56348333333333,6.01363333333333,5.46278333333333,6.693675,5.95853333333333,6.5634,7.23205,5.34440833333333,5.96389166666667,5.122375,4.0,3.69579166666667,4.37981666666667,4.648675,4.63825833333333,5.50870833333333,4.67530833333333,0.644866666666667,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,High income
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,16.5,16.1,16.2,16.3,16.1166666666667,15.5416666666667,15.375,15.425,17.05,21.875,21.6833333333333,22.0583333333333,24.675,26.95,29.7416666666667,32.0666666666667,30.6925,30.1525,26.8241666666667,23.7641666666667,22.6914278141648,20.804133607232,19.8764001803098,18.8310833333333,17.4366666666667,16.605,17.9366666666667,19.445,18.8646641666667,18.5575316666667,18.4506991666667,20.0808666666667,20.6122183333333,20.6575666666667,19.3319391666667,19.2586933333333,17.8041666666667,17.3391666666667,17.0091666666667,15.9658333333333,14.6070354831009,14.3986403668225,Lower middle income
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5041666666667,21.6666666666667,22.0975,21.6991666666667,20.825,25.5333333333333,24.0333333333333,20.5866666666667,17.76,18.8516666666667,19.2175,21.8175,32.1541666666667,27.6625,18.455,18.5475,18.945,16.935,14.1241666666667,14.0508333333333,15.9791666666667,13.8616666666667,13.5983333333333,14.4983333333333,13.2516666666667,12.4033333333333,11.795,11.6575,12.605,12.6625,11.8883333333333,11.0733333333333,10.5366666666667,10.3658333333333,9.54416666666667,8.9225,8.52,8.92666666666667,Upper middle income
India,IND,,,,,,,,,,,,,,,,,,,13.5,14.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.875,18.9166666666667,16.25,14.75,15.4583333333333,15.9583333333333,13.8333333333333,13.5416666666667,12.5416666666667,12.2916666666667,12.0833333333333,11.9166666666667,11.4583333333333,10.9166666666667,10.75,11.1875,13.0208333333333,13.3125,12.1875,8.33335,10.1666666666667,10.6041666666667,10.2916666666667,10.25,10.0083333333333,9.6725,9.50833333333333,9.45416666666667,9.46625,9.15,8.69833333333333,8.56714285714286,,Lower middle income
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,47.0,42.75,22.833333333,32.6,18.775,26.6083333333333,30.275,27.9666666666667,16.1833333333333,17.5166666666667,13.05,14.1083333333333,10.5666666666667,11.5833333333333,12.4333333333333,12.8916666666667,12.7833333333333,13.3,16.8,17.95,15.3666666666667,11.95,12.0166666666667,14.7775286625066,17.9089798240679,19.2908142790322,20.1461747797644,18.9876587233745,10.2570286966844,7.69807247344557,8.3243387717752,8.15166666666667,7.7425,7.61,8.23666666666667,7.25583333333333,6.955,6.95,5.75871241217229,5.40415749831761,7.59730075370325,11.5309721139305,High income
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0025833333333,14.85225,14.6664166666667,16.5239166666667,14.6278333333333,11.9838333333333,13.236,12.8183333333333,10.5094833333333,8.64310833333333,6.345525,7.02274166666667,7.28775,6.53650833333333,5.83035,5.50616666666667,5.313935,5.62177916666667,6.3347,6.83731,4.75666666666667,4.03166666666667,4.59916666666667,5.2225,5.14416666666667,4.86666666666667,4.12925,3.49616666666667,3.00083333333333,2.68,2.6025,2.32833333333333,2.02591666666667,2.264455,4.89248125,High income
Malaysia,MYS,,,,,,,,,,9.14,9.2,9.19,8.87,9.86,11.23,10.25,10.03,9.47,9.34,9.43,10.13,11.89,12.395,11.775,12.21,12.5525,12.2383333333333,10.3625,9.3,8.89583333333333,8.78583333333333,9.3475,10.1616666666667,10.0308333333333,8.76416666666667,8.73,9.94333333333333,10.6283333333333,12.1341666666667,8.56333333333333,7.67333333333333,7.12666666666667,6.52833333333333,6.30083333333333,6.04583333333333,5.9525,6.48583333333333,6.40916666666667,6.08,5.08416666666667,5.0,4.915,4.78583333333333,4.6498,4.587025,4.565375,4.53106666666667,4.60807808641975,4.92844038461538,4.87689294871795,3.94420769234615,3.44410640384615,3.90802666666667,5.31737500641026,Upper middle income
Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9903389830508,10.9912005649717,11.1850564971751,10.3906779661017,10.4791666666667,10.9716666666667,10.5825,9.92583333333333,8.82333333333333,8.665,8.6825,8.79333333333333,7.90583333333333,7.62666666666667,7.31083333333333,7.51833333333333,7.72416666666667,7.40333333333333,6.935,6.495,6.59879787257444,6.76606056632958,6.88279966340463,7.09,7.00833333333333,6.93666666666667,6.9075,,High income
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,61.3738782740268,36.1531491248368,31.8876030393784,155.497750277184,1352.50840169336,4260.01415900994,670.534208256702,148.142730887809,94.2383333333333,55.3475,36.155,31.5333333333333,30.9116666666667,32.6266666666667,35.0566666666667,29.9958333333333,24.9783333333333,20.7653572885806,21.0156649712755,24.6745640588226,25.5338357716344,23.9333333333333,22.8556480555556,23.6734449024808,21.0419233333333,18.9768683333333,18.677925,19.2369083333333,18.13925,15.7433166666667,16.1058277777778,16.4662,16.7874916666667,14.539125,14.38545,12.9383333333333,10.9795083333333,12.5972583333333,,Upper middle income
Thailand,THA,,,,,,,,,,,,,,,,,11.0416666666667,10.8958333333333,10.9791666666667,12.9583333333333,16.1458333333333,17.2083333333333,16.9583333333333,15.2083333333333,16.7916666666667,16.0833333333333,13.375,11.5416666666667,11.5833333333333,12.25,14.4166666666667,15.3958333333333,12.1666666666667,11.1666666666667,10.8958333333333,13.25,13.3958333333333,13.6458333333333,14.4166666666667,8.97916666666667,7.83333333333333,7.27083333333333,,,4.55308715722008,4.71935005845093,6.27380728455047,6.04656836196978,5.82188819286143,4.77599754065056,4.33403991889774,5.06756761337228,5.18731410654716,5.06043360051236,4.94915214812624,4.73187498877014,4.46834552349908,4.41658283333333,4.14666666666667,4.08416666666667,3.2925,3.06,3.13833333333333,4.28583333333333,Upper middle income
Uruguay,URY,,,,,,,,,,,,,,,,,59.7361170550934,62.1591612839371,71.915952712081,63.540296494378,64.5660518845885,58.5407485688638,56.7396190254233,90.7591599983889,80.671219192303,91.6718399912533,91.817222644984,92.8510548492906,98.3917493192465,123.65602381199,169.080026288713,148.177231407888,114.14153680673,94.3371886429813,92.156448837022,96.0494732313642,88.6995724038716,69.3475258295066,56.1419347823085,51.6371724883242,47.5403296902657,50.1184487497554,118.379940833333,58.9409958333333,23.6791141666667,13.6095233333333,9.25001575,8.93970391666667,12.4476125,15.284842385802,10.3262221820083,9.78182074182773,11.1991921565682,12.4340649587398,15.5341402019916,15.8410813948786,16.1703130380291,13.8334581432191,12.201184744586,11.5571850608681,11.2312594501517,7.45064820808614,10.8653622268844,11.8954328669923,High income
